order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-250813-34189,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250813-33332,Concrete Hollow Block,"4"" CHB (Per Piece)",13,12.00,156.00
ORD-250813-25022,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-250813-25022,Concrete Nail,"2"" (Per Kilo)",4,120.00,480.00
ORD-250813-25022,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-250813-62124,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",10,32.00,320.00
ORD-250813-62124,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-250814-39748,Flat Bar,"2"" x 3mm (20ft)",3,330.00,990.00
ORD-250814-39748,Plywood Ordinary,3/4 (4x8ft),1,710.00,710.00
ORD-250814-39748,Tekscrew,"3"" (Per Piece)",29,4.00,116.00
ORD-250814-39748,Concrete Hollow Block,"4"" CHB (Per Piece)",19,12.00,228.00
ORD-250814-56667,Tekscrew,"2"" (Per Piece)",83,3.00,249.00
ORD-250814-56667,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250814-56667,Concrete Nail,"1"" (Per Kilo)",5,125.00,625.00
ORD-250814-56667,White Sand,,12,48.00,576.00
ORD-250814-23321,Tekscrew,"2.5"" (Per Piece)",16,3.50,56.00
ORD-250814-23321,Concrete Hollow Block,"4"" CHB (Per Piece)",21,12.00,252.00
ORD-250814-23321,Boysen Permacoat Flat Latex White,1 Liter,2,225.00,450.00
ORD-250814-68503,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250814-68503,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-250815-46457,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-250815-46457,Common Wire Nail,"1"" (Per Kilo)",12,65.00,780.00
ORD-250815-46457,Neltex PVC Sanitary P-Trap,"2""",8,85.00,680.00
ORD-250815-25481,Tekscrew,"1"" (Per Piece)",97,2.00,194.00
ORD-250815-67099,Good Lumber S4S,2x3 per Board Foot,3,62.00,186.00
ORD-250815-67099,Deformed Bar G33,12mm x 6m,1,130.00,130.00
ORD-250815-67099,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",8,32.00,256.00
ORD-250815-45259,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250815-45259,Longspan RIB22,10ft (0.4mm),3,443.00,1329.00
ORD-250815-45259,Tubular Bar GI,"1"" x 1"" (20ft) 1.2mm",2,320.00,640.00
ORD-250816-84709,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250816-84709,Common Wire Nail,"4"" (Per Kilo)",12,56.00,672.00
ORD-250816-33048,Concrete Nail,"3"" (Per Kilo)",5,118.00,590.00
ORD-250816-33048,Tekscrew,"2.5"" (Per Piece)",82,3.50,287.00
ORD-250816-53296,"Twisted Wire Cup Brush 4""",,12,95.00,1140.00
ORD-250816-53296,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",10,48.00,480.00
ORD-250816-56846,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",4,32.00,128.00
ORD-250816-56846,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",2,510.00,1020.00
ORD-250816-56846,Common Wire Nail,"3"" (Per Kilo)",6,58.00,348.00
ORD-250816-56846,Plywood Ordinary,3/4 (4x8ft),1,710.00,710.00
ORD-250816-32653,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250816-32653,Boysen Lacquer Thinner B50,1/4 Liter,4,78.00,312.00
ORD-250816-32653,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-250817-13344,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250817-13344,Concrete Hollow Block,"6"" CHB (Per Piece)",12,16.00,192.00
ORD-250817-13344,Gravel 3/4,,12,52.00,624.00
ORD-250818-84544,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-250818-59142,Concrete Nail,"1"" (Per Kilo)",5,125.00,625.00
ORD-250818-59142,Coco Lumber,2x4x8 (Per Piece),11,96.00,1056.00
ORD-250818-59142,Lucky PPR Elbow Female 1/2,,4,29.00,116.00
ORD-250818-59142,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250818-09814,Marine Plywood Local,1/4 (4x8ft),1,380.00,380.00
ORD-250818-09814,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-250818-58016,White Sand,,12,48.00,576.00
ORD-250819-99475,Tekscrew,"2"" (Per Piece)",23,3.00,69.00
ORD-250819-99475,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-250819-99475,Tekscrew,"2.5"" (Per Piece)",71,3.50,248.50
ORD-250819-95173,KD S4S Wood PL,2x4 per Board Foot,9,72.00,648.00
ORD-250819-95173,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-250819-04968,Wood Screw Flat Head,"1"" (Per Kilo)",2,180.00,360.00
ORD-250819-04968,Tox,#8 Tox (Per Box),8,48.00,384.00
ORD-250819-98181,Plywood Ordinary,1/2 (4x8ft),2,480.00,960.00
ORD-250819-45122,Tekscrew,"2.5"" (Per Piece)",98,3.50,343.00
ORD-250819-89458,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250819-89458,Lucky PPR Elbow Female 1/2,,22,29.00,638.00
ORD-250820-48613,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-250820-48613,W-Clip,,51,2.00,102.00
ORD-250820-48613,KD S4S Wood PL,2x4 per Board Foot,2,72.00,144.00
ORD-250820-48613,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250820-48613,Concrete Hollow Block,"4"" CHB (Per Piece)",20,12.00,240.00
ORD-250820-47048,Tekscrew,"3"" (Per Piece)",23,4.00,92.00
ORD-250820-47048,"Neltex Electrical Pipe Thickwall 1/2""",,9,65.00,585.00
ORD-250821-44682,Tekscrew,"1"" (Per Piece)",20,2.00,40.00
ORD-250821-44682,Concrete Hollow Block,"4"" CHB (Per Piece)",10,12.00,120.00
ORD-250821-85786,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250821-85786,Concrete Hollow Block,"6"" CHB (Per Piece)",18,16.00,288.00
ORD-250821-85786,Coco Lumber,2x2x8 (Per Piece),12,48.00,576.00
ORD-250821-85786,Concrete Hollow Block,"4"" CHB (Per Piece)",20,12.00,240.00
ORD-250822-24331,Tekscrew,"2.5"" (Per Piece)",77,3.50,269.50
ORD-250822-24331,Deformed Bar G40,12mm x 6m,5,165.00,825.00
ORD-250822-39381,Tekscrew,"3"" (Per Piece)",81,4.00,324.00
ORD-250822-39381,Concrete Hollow Block,"4"" CHB (Per Piece)",22,12.00,264.00
ORD-250822-39381,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-250822-85328,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-250822-85328,Claw Hammer Wood Handle,,4,175.00,700.00
ORD-250822-85328,Flat Bar,"1.5"" x 3mm (20ft)",4,265.00,1060.00
ORD-250822-33930,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",1,510.00,510.00
ORD-250822-33930,Tekscrew,"1"" (Per Piece)",46,2.00,92.00
ORD-250822-70384,Gravel 3/4,,3,52.00,156.00
ORD-250822-69956,Common Wire Nail,"2"" (Per Kilo)",7,60.00,420.00
ORD-250822-69956,Tox,#10 Tox (Per Box),2,65.00,130.00
ORD-250822-69956,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-250822-69956,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-250823-76613,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-250823-76613,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250823-76613,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",3,616.00,1848.00
ORD-250823-76613,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",8,48.00,384.00
ORD-250824-51465,Bistay per Sack,,4,185.00,740.00
ORD-250824-83468,Wood Screw Flat Head,"3/4"" (Per Kilo)",2,195.00,390.00
ORD-250824-83468,Wood Screw Flat Head,"2"" (Per Kilo)",3,168.00,504.00
ORD-250824-83468,Tekscrew,"3"" (Per Piece)",65,4.00,260.00
ORD-250825-71220,White Sand,,11,48.00,528.00
ORD-250825-71220,Concrete Hollow Block,"6"" CHB (Per Piece)",9,16.00,144.00
ORD-250825-71220,W-Clip,,25,2.00,50.00
ORD-250825-19209,Wood Screw Flat Head,"3/4"" (Per Kilo)",4,195.00,780.00
ORD-250825-62020,Tekscrew,"1"" (Per Piece)",57,2.00,114.00
ORD-250825-62020,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-250825-62020,G.I Pipe Local S20,"3/4"" (20ft)",2,320.00,640.00
ORD-250825-62020,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-250825-88430,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",2,380.00,760.00
ORD-250825-88430,Black Screw Metal,"1.5"" (Per Box 500pcs)",3,265.00,795.00
ORD-250825-88430,Neltex PVC Sanitary P-Trap,"4""",6,225.00,1350.00
ORD-250825-88430,Wood Screw Flat Head,"2"" (Per Kilo)",6,168.00,1008.00
ORD-250826-61661,Plywood Ordinary,3/4 (4x8ft),1,710.00,710.00
ORD-250826-61661,"Hardiflex Screw 1""",,100,2.50,250.00
ORD-250826-61661,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",3,410.00,1230.00
ORD-250826-62526,Tox,#12 Tox (Per Box),2,85.00,170.00
ORD-250826-62526,W-Clip,,44,2.00,88.00
ORD-250826-62526,Lucky PPR Elbow Female 1/2,,21,29.00,609.00
ORD-250826-62526,Deformed Bar G33,16mm x 6m,5,235.00,1175.00
ORD-250826-86372,Flat Bar,"1"" x 3mm (20ft)",3,195.00,585.00
ORD-250826-86372,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-250826-75867,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",10,32.00,320.00
ORD-250826-75867,Tekscrew,"2.5"" (Per Piece)",87,3.50,304.50
ORD-250826-21813,Tekscrew,"2"" (Per Piece)",52,3.00,156.00
ORD-250826-27466,Wood Screw Flat Head,"1.5"" (Per Kilo)",3,175.00,525.00
ORD-250826-27466,Tekscrew,"2"" (Per Piece)",74,3.00,222.00
ORD-250826-27466,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-250826-37155,Flat Bar,"1"" x 3mm (20ft)",1,195.00,195.00
ORD-250826-76960,Concrete Hollow Block,"6"" CHB (Per Piece)",24,16.00,384.00
ORD-250826-76960,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250826-76960,Tox,#10 Tox (Per Box),3,65.00,195.00
ORD-250826-76960,Good Lumber S4S,2x2 per Board Foot,8,62.00,496.00
ORD-250827-95153,Marine Plywood Local,1/4 (4x8ft),3,380.00,1140.00
ORD-250827-95153,Lucky PPR Elbow Female 1/2,,7,29.00,203.00
ORD-250827-95153,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250827-56513,Coco Lumber,2x4x8 (Per Piece),2,96.00,192.00
ORD-250827-56513,Adjustable Hacksaw,,5,130.00,650.00
ORD-250827-28086,Neltex Electrical Pipe Thinwall,"1"" Per Piece",12,68.00,816.00
ORD-250827-28086,G.I Pipe Local S20,"1/2"" (20ft)",3,245.00,735.00
ORD-250827-53802,Tekscrew,"2"" (Per Piece)",33,3.00,99.00
ORD-250827-53802,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",6,48.00,288.00
ORD-250827-53802,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250827-63770,Lucky PPR Elbow Female 1/2,,5,29.00,145.00
ORD-250827-63770,Tekscrew,"2.5"" (Per Piece)",52,3.50,182.00
ORD-250827-99624,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",3,380.00,1140.00
ORD-250827-99624,Neltex Sanitary PVC Pipe S600,"3"" x 3m",3,408.00,1224.00
ORD-250827-99624,Tekscrew,"3"" (Per Piece)",45,4.00,180.00
ORD-250827-99624,Lucky PPR Elbow Female 1/2,,9,29.00,261.00
ORD-250828-05299,Common Wire Nail,"1.5"" (Per Kilo)",2,62.00,124.00
ORD-250828-05299,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",1,530.00,530.00
ORD-250828-05299,Metal Furring,25 x 50 (10ft),5,93.00,465.00
ORD-250828-05299,GI Wire #16,,10,85.00,850.00
ORD-250828-72530,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-250828-72530,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-250828-24111,"Hardiflex Screw 1""",,77,2.50,192.50
ORD-250828-42524,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250828-42524,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250828-42524,Concrete Hollow Block,"6"" CHB (Per Piece)",18,16.00,288.00
ORD-250829-14106,Tekscrew,"1.5"" (Per Piece)",15,2.50,37.50
ORD-250829-83982,Tekscrew,"3"" (Per Piece)",49,4.00,196.00
ORD-250829-83982,Tekscrew,"2"" (Per Piece)",81,3.00,243.00
ORD-250829-83982,Concrete Hollow Block,"4"" CHB (Per Piece)",13,12.00,156.00
ORD-250829-06855,"Hardiflex Screw 1""",,74,2.50,185.00
ORD-250829-17183,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250829-17183,Concrete Hollow Block,"4"" CHB (Per Piece)",18,12.00,216.00
ORD-250829-17183,Black Screw Metal,"1.5"" (Per Box 500pcs)",3,265.00,795.00
ORD-250829-12423,"Hardiflex Screw 1""",,69,2.50,172.50
ORD-250829-12423,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250829-12423,Tekscrew,"1"" (Per Piece)",12,2.00,24.00
ORD-250829-12423,Tekscrew,"1.5"" (Per Piece)",22,2.50,55.00
ORD-250829-12423,W-Clip,,50,2.00,100.00
ORD-250830-98889,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",1,48.00,48.00
ORD-250830-56787,Eagle Cement Advance,,1,260.00,260.00
ORD-250830-56787,White Sand,,12,48.00,576.00
ORD-250830-32326,White Sand,,6,48.00,288.00
ORD-250830-24106,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250830-24106,Coco Lumber,2x2x8 (Per Piece),11,48.00,528.00
ORD-250831-65849,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",2,510.00,1020.00
ORD-250831-65849,Angle Bar,"1"" x 1"" x 2mm (20ft)",2,360.00,720.00
ORD-250831-65849,Concrete Hollow Block,"4"" CHB (Per Piece)",9,12.00,108.00
ORD-250831-65849,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250901-38395,Circuit Breaker Bolt-On,15A,5,258.00,1290.00
ORD-250901-18641,G.I Pipe Local S20,"2"" (20ft)",3,940.00,2820.00
ORD-250901-18641,G.I Pipe Local S20,"1"" (20ft)",3,395.00,1185.00
ORD-250901-11512,Concrete Nail,"3"" (Per Kilo)",5,118.00,590.00
ORD-250901-11512,Plywood Ordinary,1/4 (4x8ft),1,250.00,250.00
ORD-250901-11512,Deformed Bar G33,16mm x 6m,5,235.00,1175.00
ORD-250901-11512,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",6,300.00,1800.00
ORD-250902-96558,Concrete Nail,"2"" (Per Kilo)",5,120.00,600.00
ORD-250902-96558,Plywood Ordinary,1/4 (4x8ft),6,250.00,1500.00
ORD-250902-69274,Neltex PPR PVC Pipe,"3/4"" x 3m",5,179.00,895.00
ORD-250902-69274,Deformed Bar G40,12mm x 6m,1,165.00,165.00
ORD-250902-02785,Tox,#8 Tox (Per Box),11,48.00,528.00
ORD-250902-19156,Wood Screw Flat Head,"1"" (Per Kilo)",1,180.00,180.00
ORD-250902-19156,Tekscrew,"2"" (Per Piece)",64,3.00,192.00
ORD-250902-19156,White Sand,,10,48.00,480.00
ORD-250902-65438,W-Clip,,94,2.00,188.00
ORD-250902-65438,Black Screw Metal,"2"" (Per Box 500pcs)",2,310.00,620.00
ORD-250903-37805,Lucky PPR Elbow Female 1/2,,13,29.00,377.00
ORD-250903-37805,Tekscrew,"2"" (Per Piece)",35,3.00,105.00
ORD-250903-95995,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",3,510.00,1530.00
ORD-250903-95995,W-Clip,,14,2.00,28.00
ORD-250903-95995,Concrete Hollow Block,"4"" CHB (Per Piece)",24,12.00,288.00
ORD-250903-16198,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250903-16198,Concrete Hollow Block,"6"" CHB (Per Piece)",11,16.00,176.00
ORD-250903-16198,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250903-16198,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-250903-16198,Tekscrew,"3"" (Per Piece)",91,4.00,364.00
ORD-250904-51145,Boysen Permacoat Flat Latex White,4 Liters,1,795.00,795.00
ORD-250904-51145,Flat Bar,"1.5"" x 3mm (20ft)",3,265.00,795.00
ORD-250904-08545,Neltex PVC Sanitary P-Trap,"2""",9,85.00,765.00
ORD-250904-32920,Tekscrew,"2.5"" (Per Piece)",26,3.50,91.00
ORD-250904-32920,Concrete Hollow Block,"6"" CHB (Per Piece)",6,16.00,96.00
ORD-250904-32920,Concrete Nail,"2"" (Per Kilo)",5,120.00,600.00
ORD-250904-32920,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250905-96479,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",3,650.00,1950.00
ORD-250905-96479,Tekscrew,"2.5"" (Per Piece)",82,3.50,287.00
ORD-250905-52269,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-250905-00026,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",11,48.00,528.00
ORD-250905-00026,Tekscrew,"1"" (Per Piece)",86,2.00,172.00
ORD-250905-42308,Tekscrew,"2.5"" (Per Piece)",34,3.50,119.00
ORD-250905-42308,W-Clip,,97,2.00,194.00
ORD-250905-84403,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-250905-84403,Black Screw Pointed,"1"" (Per Box 500pcs)",2,210.00,420.00
ORD-250905-85904,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-250905-85904,White Sand,,6,48.00,288.00
ORD-250905-03935,Tekscrew,"1.5"" (Per Piece)",68,2.50,170.00
ORD-250905-03935,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-250905-03935,"Twisted Wire Cup Brush 4""",,3,95.00,285.00
ORD-250906-46975,Tekscrew,"1"" (Per Piece)",60,2.00,120.00
ORD-250906-22206,Tox,#8 Tox (Per Box),9,48.00,432.00
ORD-250906-22206,"Neltex Electrical Pipe Thickwall 1/2""",,6,65.00,390.00
ORD-250906-22206,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250907-35893,Coco Lumber,2x2x8 (Per Piece),1,48.00,48.00
ORD-250907-35893,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-250907-35893,Tekscrew,"1.5"" (Per Piece)",53,2.50,132.50
ORD-250908-75246,Tekscrew,"1"" (Per Piece)",32,2.00,64.00
ORD-250908-75246,Tekscrew,"3"" (Per Piece)",51,4.00,204.00
ORD-250908-75246,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-250908-75246,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-250908-72234,Tekscrew,"2"" (Per Piece)",10,3.00,30.00
ORD-250908-72234,Deformed Bar G33,10mm x 6m,8,93.00,744.00
ORD-250908-72234,Black Screw Pointed,"1"" (Per Box 500pcs)",5,210.00,1050.00
ORD-250908-55952,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250908-55952,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-250908-55952,Longspan RIB22,10ft (0.4mm),2,443.00,886.00
ORD-250909-96608,Neltex PPR PVC Pipe,"3/4"" x 3m",2,179.00,358.00
ORD-250909-96608,Lucky PPR Elbow Female 1/2,,16,29.00,464.00
ORD-250909-96608,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",1,380.00,380.00
ORD-250909-96608,Concrete Hollow Block,"6"" CHB (Per Piece)",9,16.00,144.00
ORD-250909-20150,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",5,270.00,1350.00
ORD-250909-72727,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",1,48.00,48.00
ORD-250909-72727,Concrete Hollow Block,"4"" CHB (Per Piece)",25,12.00,300.00
ORD-250909-72727,Deformed Bar G33,16mm x 6m,1,235.00,235.00
ORD-250909-72727,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250909-72727,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-250910-49740,Concrete Hollow Block,"4"" CHB (Per Piece)",16,12.00,192.00
ORD-250910-49740,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-250910-49740,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-250910-49740,Tekscrew,"2.5"" (Per Piece)",100,3.50,350.00
ORD-250910-94995,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250910-94995,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-250910-94995,G.I Pipe Local S20,"2"" (20ft)",1,940.00,940.00
ORD-250911-12366,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",3,616.00,1848.00
ORD-250911-12366,Carrying Channel,,4,105.00,420.00
ORD-250911-12366,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-250911-12366,Lucky PPR Elbow Female 1/2,,6,29.00,174.00
ORD-250911-41670,Neltex PVC Sanitary P-Trap,"4""",4,225.00,900.00
ORD-250911-41670,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-250911-41670,KD S4S Wood PL,1x2 per Board Foot,5,72.00,360.00
ORD-250911-64532,Gardner,,3,295.00,885.00
ORD-250911-64532,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-250912-12185,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-250912-12185,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",1,530.00,530.00
ORD-250912-02421,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-250912-02421,Tekscrew,"2"" (Per Piece)",61,3.00,183.00
ORD-250912-02421,Coco Lumber,2x2x8 (Per Piece),5,48.00,240.00
ORD-250912-03343,Marine Plywood Local,1/4 (4x8ft),3,380.00,1140.00
ORD-250912-03343,Tekscrew,"1.5"" (Per Piece)",15,2.50,37.50
ORD-250912-03343,Concrete Hollow Block,"4"" CHB (Per Piece)",20,12.00,240.00
ORD-250912-03343,White Sand,,12,48.00,576.00
ORD-250912-97192,W-Clip,,74,2.00,148.00
ORD-250912-97192,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250913-32766,Neltex Electrical Pipe Thinwall,"1"" Per Piece",1,68.00,68.00
ORD-250913-32766,G.I Pipe Local S20,"1.5"" (20ft)",1,615.00,615.00
ORD-250913-04586,White Sand,,3,48.00,144.00
ORD-250913-04586,Tox,#8 Tox (Per Box),3,48.00,144.00
ORD-250913-04586,Common Wire Nail,"4"" (Per Kilo)",1,56.00,56.00
ORD-250913-04586,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-250913-04586,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250913-91049,Coco Lumber,2x2x8 (Per Piece),7,48.00,336.00
ORD-250913-91049,Tekscrew,"3"" (Per Piece)",17,4.00,68.00
ORD-250913-91049,Marine Plywood Local,1/4 (4x8ft),1,380.00,380.00
ORD-250913-91049,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",8,32.00,256.00
ORD-250914-85250,Longspan RIB22,8ft (0.5mm),3,482.00,1446.00
ORD-250914-85250,Tox,#8 Tox (Per Box),10,48.00,480.00
ORD-250914-85250,Good Lumber S4S,1x2 per Board Foot,10,62.00,620.00
ORD-250915-14193,W-Clip,,74,2.00,148.00
ORD-250915-14193,Boysen Permacoat Flat Latex White,1 Liter,5,225.00,1125.00
ORD-250915-60937,Lucky PPR Elbow Female 1/2,,9,29.00,261.00
ORD-250915-60937,Longspan RIB22,16ft (0.4mm),2,708.00,1416.00
ORD-250915-86851,Tekscrew,"2"" (Per Piece)",49,3.00,147.00
ORD-250915-86851,Concrete Nail,"2"" (Per Kilo)",4,120.00,480.00
ORD-250915-86851,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-250915-86851,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250916-26682,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250916-26682,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250916-26682,G.I Pipe Local S20,"3/4"" (20ft)",2,320.00,640.00
ORD-250917-63798,Neltex Electrical Pipe Thinwall,"1"" Per Piece",4,68.00,272.00
ORD-250917-63798,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250917-63798,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-250918-74651,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-250918-74651,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250918-74651,"Hardiflex Screw 1""",,30,2.50,75.00
ORD-250918-74651,Coco Lumber,2x2x8 (Per Piece),12,48.00,576.00
ORD-250918-83426,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250918-83426,Deformed Bar G33,9mm x 6m,3,75.00,225.00
ORD-250918-83426,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-250918-83426,Tekscrew,"3"" (Per Piece)",55,4.00,220.00
ORD-250919-66484,Tekscrew,"2.5"" (Per Piece)",85,3.50,297.50
ORD-250919-66484,Concrete Hollow Block,"6"" CHB (Per Piece)",14,16.00,224.00
ORD-250919-14923,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250919-14923,KD S4S Wood PL,2x2 per Board Foot,2,72.00,144.00
ORD-250919-22936,Tubular Bar GI,"1"" x 1"" (20ft) 1.2mm",1,320.00,320.00
ORD-250919-95190,Black Screw Pointed,"1"" (Per Box 500pcs)",4,210.00,840.00
ORD-250919-95190,Concrete Hollow Block,"6"" CHB (Per Piece)",8,16.00,128.00
ORD-250919-95190,"Neltex Electrical Pipe Thickwall 1/2""",,8,65.00,520.00
